OBJECTID,Latitude,Longitude,Initial Source SIT209 Record Date,Incident Name,Incident Number,100% Contained?,IMT Type Assigned (Highest-level),Geographic Area,New to IMSR,IMSR Post Date (ISO Format),IRWIN ID,IRWIN Fire Discovery Date Time,Most Recent Date Posted Flag,Occurrence,Incident Size (Acres),NWCG UniqueFireIdentifier,x,y
19503,34.933,-88.724,4/2/2023 12:00:00 AM,Hwy_72_and_Co_Rd_608,MS-MSS-009265,,,SAC,y,20230407,63f83595-d963-41a0-92da-79d1c585d074,4/2/2023 5:45:00 PM,,ONLY,113,2023-MSMSS-009265,-88.724,34.933
19504,36.787,-95.99,4/4/2023 12:00:00 AM,Virginia,OK-OKS-230158,c,,SAC,y,20230407,b5bc781d-1545-41d8-bb36-7c4271e47793,3/31/2023 8:35:00 PM,,LAST,1472,2023-OKOKS-230158,-95.99,36.787
19505,36.947,-95.899,3/31/2023 12:00:00 AM,Cotton_Creek_Fire,OK-OKS-230160,,,SAC,y,20230407,454e0ffb-7eea-461d-a56f-923ecd7de08a,3/31/2023 6:15:00 PM,,ONLY,428,2023-OKOKS-230160,-95.8989999999999,36.9470000000001
19506,35.997,-84.963,4/1/2023 12:00:00 AM,Pine_Grove_Road,TN-TNS-230800,,,SAC,y,20230407,b110908e-65b0-401b-955b-c75846ec847d,4/1/2023 8:03:00 PM,,LAST,150,2023-TNTNS-230800,-84.963,35.9970000000001
19507,30.541,-86.759,4/4/2023 12:00:00 AM,Center_Line/Left,FL-EAQ-000048,c,,SAC,y,20230407,1b61d395-7a56-4351-b166-89bddbc7505e,3/31/2023,,ONLY,704,2023-FLEAQ-000048,-86.759,30.5410000000001
19508,36.31,-97.47,4/1/2023 12:00:00 AM,East_Garfield_County,OK-OKS-230152,,,SAC,y,20230407,71d2e18b-6264-46d4-a0b1-9f53b447f62e,3/31/2023 7:20:00 PM,,LAST,2500,2023-OKOKS-230152,-97.47,36.3100000000001
19509,35.58,-97.497,4/1/2023 12:00:00 AM,Hefner,OK-OKS-230149,,,SAC,y,20230407,d40682f1-9281-4c8a-84cd-4968527792ab,3/31/2023 6:41:00 PM,,LAST,708,2023-OKOKS-230149,-97.497,35.58
19510,33.073,-89.804,3/29/2023 12:00:00 AM,11650_Attala_Rd._4101,MS-MSS-009233,c,,SAC,y,20230407,783aee25-50c3-4805-93ee-7d0381dc86eb,3/30/2023 3:45:00 AM,,ONLY,382,2023-MSMSS-009233,-89.804,33.073
19511,31.681,-90.652,4/2/2023 12:00:00 AM,3696_Caseyville_Rd.,MS-MSS-009262,c,,SAC,y,20230407,545e42f1-c9d4-459d-b627-a39db4918ea1,4/2/2023 7:45:00 AM,,ONLY,113,2023-MSMSS-009262,-90.652,31.681
19512,31.738,-89.899,3/30/2023 12:00:00 AM,Old_Hebron_Road,MS-MSS-009217,c,,SAC,y,20230407,ca75738a-24d5-4302-a6b8-cdb5401850bc,3/30/2023 6:15:00 PM,,LAST,130,2023-MSMSS-009217,-89.8989999999999,31.7380000000001
19513,35.022,-85.984,4/1/2023 12:00:00 AM,Sinking_Cove_Road,TN-TNS-230842,c,,SAC,y,20230407,72950dd3-521a-4874-8551-5d4d9a342dc0,4/1/2023 11:17:00 PM,,ONLY,105,2023-TNTNS-230842,-85.984,35.022
19514,35.94,-96.586,3/31/2023 12:00:00 AM,MUSHROOM,OK-OMA-000735,c,,SAC,y,20230407,2b0d265a-d04b-492e-87d2-f3b30abfc9f3,3/31/2023 9:46:00 PM,,ONLY,188,2023-OKOMA-000735,-96.586,35.9400000000001
19515,35.964,-96.544,3/31/2023 12:00:00 AM,SLOPPY_JOE,OK-OMA-000708,c,,SAC,y,20230407,40929019-3b6e-4106-ae97-5f451557f55e,3/31/2023 9:46:00 PM,,LAST,124,2023-OKOMA-000708,-96.544,35.9640000000001
19516,35.271,-100.392,4/1/2023 12:00:00 AM,Red_Fork,TX-TXS-231218,c,,SAC,y,20230407,fe6c0a40-f408-452b-b120-29038d7de3ad,3/31/2023 6:19:38 PM,,LAST,1033,2023-TXTXS-231218,-100.392,35.2710000000001
19517,36.355,-96.284,3/23/2023 12:00:00 AM,BOAR_CREEK,OK-OSA-000621,,,SAC,,20230407,3046a04f-777a-49b3-bf3b-8dd61b5a96c7,3/23/2023 8:45:00 PM,,LAST,1706,2023-OKOSA-000621,-96.284,36.3550000000001
19518,36.661,-96.786,3/29/2023 12:00:00 AM,KEELER,OK-OSA-000689,,,SAC,,20230407,545eaa17-42c0-4543-b2f7-2fb75fcf9e90,3/29/2023 8:07:00 PM,,LAST,1408,2023-OKOSA-000689,-96.786,36.6610000000001
19520,33.368,-104.182,4/5/2023 12:00:00 AM,CARPENTER,NM-N5S-000106,c,,SWC,y,20230407,ee5fe648-a735-4cc5-88c2-d035f08a6016,4/4/2023 10:12:00 PM,,ONLY,382,2023-NMN5S-000106,-104.182,33.3680000000001
19521,32.054,-110.082,3/29/2023 12:00:00 AM,Texas_Summit,AZ-A3S-230199,c,,SWC,,20230407,42835baa-140d-429b-8d83-2dd379323e51,3/29/2023 8:33:00 PM,,LAST,455,2023-AZA3S-230199,-110.082,32.054
19524,39.483,-96.623,4/4/2023 12:00:00 AM,Shannon_Creek,KS-PTX-000283,c,,RMC,y,20230407,2c20a53f-dc71-41e1-a877-2475ee7d4fd8,4/4/2023 8:19:00 PM,,ONLY,1800,2023-KSPTX-000283,-96.623,39.4830000000001
19525,39.363,-96.094,4/4/2023 12:00:00 AM,Ranch_Road,KS-PTX-000284,c,,RMC,y,20230407,008bfe87-15e0-4427-badb-cfa349515682,4/4/2023 7:22:00 PM,,ONLY,508,2023-KSPTX-000284,-96.0939999999999,39.3630000000001
19526,37.824,-96.942,4/1/2023 12:00:00 AM,Parallel,KS-BUX-000250,c,,RMC,y,20230407,f7a3e0d4-5a4e-448c-b3f6-5574d404ae42,3/31/2023 5:45:00 PM,,ONLY,2300,2023-KSBUX-000250,-96.942,37.8240000000001
19527,39.092,-104.119,3/30/2023 12:00:00 AM,125,CO-EPX-000218,c,,RMC,y,20230407,9400ce27-3ba4-42dc-94b4-69cd609e1a35,3/30/2023 9:33:00 PM,,ONLY,851,2023-COEPX-000218,-104.119,39.092
19528,36.627,-96.127,4/1/2023 12:00:00 AM,HWY_123,OK-OSA-000748,c,,SAC,,20230414,46b7b5ff-c886-4520-948b-d74c962d744e,3/31/2023 6:00:00 PM,,LAST,18485,2023-OKOSA-000748,-96.127,36.6270000000001
19529,36.944,-96.598,4/3/2023 12:00:00 AM,COWLEY,OK-OSA-000738,c,,SAC,,20230414,f5d2b8f3-46c1-46b3-ab50-a5dc27a048a1,4/2/2023 6:29:00 PM,,LAST,9377,2023-OKOSA-000738,-96.598,36.9440000000001
19530,36.672,-96.688,4/1/2023 12:00:00 AM,CHIEF,OK-OSA-000697,c,,SAC,,20230414,153674a7-eb38-41c7-a383-758c90850aa9,3/31/2023 8:00:00 PM,,LAST,4371,2023-OKOSA-000697,-96.688,36.672
19531,36.495,-96.42,4/1/2023 12:00:00 AM,HOMINY_JAIL,OK-OSA-000723,c,,SAC,,20230414,a4db6611-1af5-4fd7-91f6-4e1adeeb93ba,3/31/2023 6:00:00 PM,,LAST,978,2023-OKOSA-000723,-96.42,36.4950000000001
19532,36.488,-96.498,4/1/2023 12:00:00 AM,BENNET_PENS,OK-OSA-000753,c,,SAC,,20230414,bf608840-47da-42f2-9ac8-dbe1492f6540,3/31/2023 7:00:00 PM,,LAST,1357,2023-OKOSA-000753,-96.498,36.4880000000001
19533,36.903,-96.119,4/1/2023 12:00:00 AM,HICKEY,OK-OSA-000756,c,,SAC,,20230414,2a4875a5-9aeb-4675-ad86-2e370be835bd,3/31/2023 7:00:00 PM,,LAST,4310,2023-OKOSA-000756,-96.119,36.9030000000001
19534,36.307,-96.205,4/1/2023 12:00:00 AM,ZINK,OK-OSA-000752,c,,SAC,,20230414,a06771b7-3084-433a-ab04-6e648110563c,3/31/2023 7:00:00 PM,,LAST,12498,2023-OKOSA-000752,-96.205,36.3070000000001
19535,36.142,-98.537,4/4/2023 12:00:00 AM,600_Rd,OK-OKS-230170,c,,SAC,,20230414,2ece101c-854f-441f-86ae-d978e43dc8e6,4/4/2023 10:55:00 PM,,LAST,699,2023-OKOKS-230170,-98.537,36.1420000000001
19536,35.743,-76.377,3/24/2023 12:00:00 AM,Last_Resort,NC-NCS-2300013,c,,SAC,,20230414,,,,LAST,5280,2023-NCNCS-2300013,-76.377,35.7430000000001
19537,36.503,-96.253,4/1/2023 12:00:00 AM,NORTH_DRUM,OK-OSA-000678,c,,SAC,,20230414,20c5f085-0f2a-4b7d-9ca4-3104c6872d3e,3/29/2023 8:00:00 PM,,LAST,8330,2023-OKOSA-000678,-96.253,36.503
19538,26.18,-81.176,4/4/2023 12:00:00 AM,Cypress_Camp_Trail,FL-BCP-001199,c,,SAC,,20230414,baa70771-0653-42e0-b9c9-e5ea5311b3e2,4/4/2023 6:14:00 PM,,LAST,9749,2023-FLBCP-001199,-81.176,26.1800000000001
19539,36.415,-96.176,4/1/2023 12:00:00 AM,GOAD,OK-OSA-000755,c,,SAC,,20230414,45049e51-3f7a-480a-9477-989c1bb1e628,3/31/2023 7:00:00 PM,,LAST,2005,2023-OKOSA-000755,-96.176,36.4150000000001
19540,36.656,-96.308,4/1/2023 12:00:00 AM,MOORE,OK-OSA-000750,c,,SAC,,20230414,3dc97c05-aad8-4d04-8ab3-89ec295f12df,3/31/2023 6:00:00 PM,,LAST,790,2023-OKOSA-000750,-96.3079999999999,36.6560000000001
19541,36.662,-96.431,4/1/2023 12:00:00 AM,TIMBER_HILL,OK-OSA-000732,c,,SAC,,20230414,b5d2feca-8054-43d4-a70c-132a83c3ab99,3/31/2023 7:00:00 PM,,LAST,8115,2023-OKOSA-000732,-96.431,36.662
19542,35.098,-96.579,3/30/2023 12:00:00 AM,BLACKOAK,OK-WEA-000693,c,,SAC,,20230414,aecded87-8f94-466d-9b39-e44613b8c061,3/30/2023 4:00:00 PM,,LAST,244,2023-OKWEA-000693,-96.579,35.0980000000001
19543,35.354,-101.987,4/5/2023 12:00:00 AM,Bent_Willow,TX-TXS-231329,c,,SAC,,20230414,fe245d06-fa18-41f0-9d56-7a73b1591890,4/4/2023 9:39:27 PM,,LAST,8118,2023-TXTXS-231329,-101.987,35.354
19544,37.04,-83.474,4/6/2023 12:00:00 AM,RED_-_Army_Trail,KY-DBF-230115,c,,SAC,,20230414,134a6333-e569-44ee-973d-4f257116ca4c,4/4/2023 10:20:00 PM,,LAST,226,2023-KYDBF-230115,-83.474,37.0400000000001
19545,29.169,-81.212,3/26/2023 12:00:00 AM,DOUBLE_GATE,FL-FLS-231000259,c,,SAC,,20230414,3a854822-977f-46f5-9998-acc16056ca29,3/25/2023 7:37:00 PM,,LAST,1200,2023-FLFLS-231000259,-81.212,29.169
19547,38.87,-105.38,4/2/2023 12:00:00 AM,403,CO-PAX-000215,c,,RMC,,20230414,17e53014-b3d6-403f-8863-1e157097a5cd,3/30/2023 6:04:00 PM,,LAST,1518,2023-COPAX-000215,-105.38,38.8700000000001
19559,37.126,-82.089,4/11/2023 12:00:00 AM,Jakes_Fork_Fire,VA-VAS-23WR00365,c,,SAC,y,20230414,efdeef3d-073b-4886-9f5a-3c634044fda6,4/11/2023 7:45:00 PM,,ONLY,243,2023-VAVAS-23WR00365,-82.0889999999999,37.126
19560,36.593,-96.171,4/10/2023 12:00:00 AM,COOPER,OK-OSA-000875,c,,SAC,y,20230414,a7eb4bd7-dc7f-4e96-935e-2047c69c810f,4/9/2023 6:00:00 PM,,ONLY,681,2023-OKOSA-000875,-96.1709999999999,36.5930000000001
19561,36.596,-96.609,4/8/2023 12:00:00 AM,SPADE,OK-OSA-000798,c,,SAC,y,20230414,b973b622-ebce-4ff0-99bf-af4239138768,4/7/2023 11:00:00 PM,,ONLY,9175,2023-OKOSA-000798,-96.609,36.5960000000001
19562,34.961,-95.032,4/8/2023 12:00:00 AM,Red_Oak_Peak_Fire,OK-OKS-230187,,,SAC,y,20230414,ac86a54c-cb5b-4263-a993-98b950ca5892,4/8/2023 11:00:00 PM,,ONLY,1200,2023-OKOKS-230187,-95.032,34.9610000000001
19563,35.235,-101.591,4/8/2023 12:00:00 AM,Zanzibar,TX-TXS-231386,c,,SAC,y,20230414,bf855c77-0f9d-4505-aaa0-52740ac79831,4/8/2023 6:50:45 PM,,ONLY,353,2023-TXTXS-231386,-101.591,35.2350000000001
19564,37.938,-77.101,4/7/2023 12:00:00 AM,Root_Swamp_Fire,VA-VAS-23ER00327,c,,SAC,y,20230414,e3e6724f-7c3b-40ae-9c6f-f34b425d3a90,4/5/2023 2:54:00 PM,,LAST,133,2023-VAVAS-23ER00327,-77.1009999999999,37.938
19565,35.981,-92.813,4/10/2023 12:00:00 AM,Gladiator,AR-BUP-000806,c,,SAC,y,20230414,a84741f7-6ee5-4129-9862-f5bcc925d457,4/9/2023 2:03:00 AM,,ONLY,125,2023-ARBUP-000806,-92.813,35.9810000000001
19569,40.829,-95.876,4/11/2023 12:00:00 AM,Waconda_Beaver_Lake_Cmplx,NE-NES-230155,c,,RMC,y,20230414,4cc82ef1-7ef2-41f8-8b8b-b5e66c286ae6,4/11/2023 10:47:39 PM,,ONLY,697,2023-NENES-230155,-95.876,40.8290000000001
19570,41.847,-99.728,4/11/2023 12:00:00 AM,Del_Porto,NE-NES-230150,c,,RMC,y,20230414,e4d393f1-507f-45b4-93b1-97ad2cdc43f5,4/7/2023 8:38:00 PM,,ONLY,6500,2023-NENES-230150,-99.728,41.847
19571,44.268,-97.546,4/12/2023 12:00:00 AM,Matthews,SD-SDS-230160,c,,RMC,y,20230414,68a1a9ec-7033-40c6-8ee1-a62d06c7fe7a,4/12/2023 5:39:00 PM,,ONLY,360,2023-SDSDS-230160,-97.546,44.268
19572,38.827,-96.815,4/7/2023 12:00:00 AM,2600,KS-MRX-000305,c,,RMC,y,20230414,aed8ca2a-f6bf-41b6-9562-135fb8012067,4/7/2023 9:00:00 PM,,ONLY,600,2023-KSMRX-000305,-96.8149999999999,38.8270000000001
19573,39.309,-96.608,4/7/2023 12:00:00 AM,Wildflower_Road,KS-PTX-000328,c,,RMC,y,20230414,60bbadcb-d01f-4760-8516-f57eb42e0d72,4/7/2023 10:03:00 PM,,ONLY,611,2023-KSPTX-000328,-96.608,39.309
19579,36.858,-96.253,4/11/2023 12:00:00 AM,WOLF_CREEK,OK-OSA-000877,,,SAC,,20230421,ef52387a-d16b-4414-8426-5893707b80c5,4/11/2023 10:25:00 PM,,LAST,3600,2023-OKOSA-000877,-96.253,36.8580000000001
19580,36.527,-98.647,4/8/2023 12:00:00 AM,Keller,OK-OKS-230196,c,,SAC,,20230421,b2915595-4ed9-476f-bdb5-db3c73853fd3,4/8/2023 1:44:00 PM,,LAST,623,2023-OKOKS-230196,-98.647,36.5270000000001
19581,34.553,-95.036,4/12/2023 12:00:00 AM,East_Signal_Mountain,OK-OKS-230207,,,SAC,,20230421,f149c7ff-a00c-4dd4-9d0b-3c767cd6905c,4/12/2023 5:45:00 PM,,LAST,175,2023-OKOKS-230207,-95.036,34.5530000000001
19582,36.123,-96.77,4/7/2023 12:00:00 AM,McElroy_18,OK-OKS-230176,c,,SAC,,20230421,9fc8e547-0115-468d-abdd-b8333ad3ce08,4/8/2023,,LAST,105,2023-OKOKS-230176,-96.77,36.123
19583,36.039,-94.771,4/7/2023 12:00:00 AM,Big_Hill,OK-OKS-130172,c,,SAC,,20230421,15467e5a-5ad3-4191-9d34-1e0d9a79f846,4/7/2023 7:38:00 PM,,LAST,250,2023-OKOKS-130172,-94.771,36.0390000000001
19584,36.007,-94.671,4/8/2023 12:00:00 AM,Muzzle_Loader_Club,OK-OKS-230185,,,SAC,,20230421,d6c8fe25-8713-48e2-bf17-d9332d5827a9,4/8/2023 10:20:00 PM,,LAST,560,2023-OKOKS-230185,-94.6709999999999,36.0070000000001
19585,36.873,-83.009,4/13/2023 12:00:00 AM,Holmes_Mill,KY-KYS-230951011,,,SAC,,20230421,6dade8a0-34dc-4dfe-90fe-e498ec610988,4/11/2023 4:37:00 PM,,LAST,753,2023-KYKYS-230951011,-83.009,36.873
19586,37.781,-82.361,4/13/2023 12:00:00 AM,Long_Branch_Rd_-_Martin_County,KY-KYS-231591161,,,SAC,,20230421,d9a9f13e-5ec3-428f-a424-d786c648434f,4/13/2023 7:52:00 PM,,LAST,210,2023-KYKYS-231591161,-82.361,37.7810000000001
19587,35.706,-94.894,4/8/2023 12:00:00 AM,Elk_Creek,OK-OKS-230186,,,SAC,,20230421,1d54767a-9514-47a0-a456-f49ac7cea6b1,4/8/2023 10:41:00 PM,,LAST,170,2023-OKOKS-230186,-94.894,35.7060000000001
19588,34.761,-95.265,4/11/2023 12:00:00 AM,Henderson_Ridge,OK-OKS-230200,c,,SAC,,20230421,8ffb75dd-c21c-4410-bbf6-487f1bc5067e,4/11/2023 7:15:00 PM,,LAST,208,2023-OKOKS-230200,-95.265,34.761
19589,31.435,-111.201,4/9/2023 12:00:00 AM,TINAJA,AZ-CNF-000182,,,SWC,,20230421,f0923165-5b17-4fb7-8cff-7fdca1aba883,4/10/2023 1:44:00 AM,,LAST,328,2023-AZCNF-000182,-111.201,31.4350000000001
19590,31.409,-110.108,4/5/2023 12:00:00 AM,Williams,AZ-A3S-230228,,,SWC,,20230421,8513ee6d-cc82-43df-a0ab-69c38b90c606,4/3/2023 8:07:00 PM,,LAST,1320,2023-AZA3S-230228,-110.108,31.409
19591,42.793,-100.963,4/11/2023 12:00:00 AM,McCann,NE-NES-230154,,,RMC,,20230421,d89e91ad-0cc2-45a1-b908-8929e75900d2,4/11/2023 7:38:00 PM,,LAST,7040,2023-NENES-230154,-100.963,42.7930000000001
19593,39.99,-74.426,4/11/2023 12:00:00 AM,Jimmys_Water_Hole,NJ-NJS-000298,,,EACC,,20230421,46478233-5561-4686-b7bd-de8c6be0a315,4/11/2023 8:12:00 PM,,LAST,3859,2023-NJNJS-000298,-74.426,39.9900000000001
19594,41.039,-74.428,4/13/2023 12:00:00 AM,Kanouse,NJ-NJS-000311,,,EACC,,20230421,1a2b1d02-b317-4f2f-b70d-46c3716e2158,4/12/2023 6:00:00 PM,,LAST,972,2023-NJNJS-000311,-74.4279999999999,41.0390000000001
19595,41.351,-79.066,4/13/2023 12:00:00 AM,River_Road,PA-ALF-000300,,,EACC,,20230421,eeaeacd1-15b0-4692-830f-0de741fe9243,4/12/2023 5:16:00 PM,,LAST,447,2023-PAALF-000300,-79.066,41.3510000000001
19596,42.516,-86.086,4/12/2023 12:00:00 AM,Bravo,MI-MIS-031002,,,EACC,,20230421,da21ab0c-df7f-4dce-b3ae-55045bff5b00,4/12/2023 5:50:00 PM,,LAST,303,2023-MIMIS-031002,-86.086,42.5160000000001
19597,39.423,-76.845,4/4/2023 12:00:00 AM,Soldiers,MD-MDS-000271,,,EACC,,20230421,7baa3abf-11fd-45ea-9a7b-098d6932cfc5,4/4/2023 6:45:00 PM,,LAST,321,2023-MDMDS-000271,-76.845,39.4230000000001
19598,36.821,-93.046,4/4/2023 12:00:00 AM,Devreaux,MO-MTF-000227,,,EACC,,20230421,33b9a763-07a3-4778-86c2-22ee43c6fd80,4/3/2023 4:22:00 PM,,LAST,2026,2023-MOMTF-000227,-93.0459999999999,36.821
19599,35.167,-84.424,4/13/2023 12:00:00 AM,Powerhouse,TN-CNF-000233,,,SAC,y,20230421,cfd9da61-5330-41fa-b789-3587f432b510,4/13/2023 5:12:00 PM,,ONLY,100,2023-TNCNF-000233,-84.424,35.167
19600,40.54,-95.866,4/13/2023 12:00:00 AM,Jones_Creek,IA-IAS-000291,,,EACC,y,20230421,9dd37960-9531-4021-9af4-1b29f1d3e1cd,4/13/2023 8:30:00 PM,,ONLY,3200,2023-IAIAS-000291,-95.866,40.5400000000001
19601,41.158,-75.846,4/13/2023 12:00:00 AM,Crystal_Lake,PA-PAS-000309,,,EACC,y,20230421,51299704-827a-468b-aebe-a20b4b267e89,4/12/2023 7:00:00 PM,,ONLY,4376,2023-PAPAS-000309,-75.8459999999999,41.1580000000001
19602,37.867,-90.94,4/14/2023 12:00:00 AM,Jinkerson,MO-MTF-000278,c,,EACC,y,20230421,57856de2-7ddf-41ce-973e-0ecd8dba9758,4/13/2023 5:41:00 PM,,ONLY,463,2023-MOMTF-000278,-90.9399999999999,37.8670000000001
19603,36.967,-92.933,4/14/2023 12:00:00 AM,Keltner,MO-MTF-000285,,,EACC,y,20230421,5a23468a-3054-4470-a888-667e1132924e,4/14/2023 5:06:00 PM,,ONLY,115,2023-MOMTF-000285,-92.9329999999999,36.967
19604,36.749,-92.073,4/14/2023 12:00:00 AM,Union_Road,MO-MTF-000293,,,EACC,y,20230421,057a18ba-6370-4c1a-a5e5-8401adff6af7,4/14/2023 7:58:00 PM,,ONLY,120,2023-MOMTF-000293,-92.073,36.749
19605,37.959,-101.487,4/10/2023 12:00:00 AM,Armstrong,KS-KEX-000346,c,,RMC,y,20230421,2974a420-8e54-42a1-b231-c02810f25ff3,4/10/2023 6:30:00 PM,,ONLY,1000,2023-KSKEX-000346,-101.487,37.9590000000001
19606,38.826,-96.298,4/11/2023 12:00:00 AM,Wagstaff,KS-WBX-000345,c,,RMC,y,20230421,45604338-02fe-40f4-9d66-11fe315eb4fe,4/11/2023 5:00:00 PM,,ONLY,2000,2023-KSWBX-000345,-96.2979999999999,38.8260000000001
19607,37.367,-104.819,4/13/2023 12:00:00 AM,Trujillo_Creek,CO-LSX-000319,,,RMC,y,20230421,55190d9b-548a-4690-8b45-1024b587478b,4/11/2023 12:25:00 AM,,ONLY,118,2023-COLSX-000319,-104.819,37.3670000000001
19609,36.1,-95.006,4/12/2023 12:00:00 AM,KINGFISHER_HOLLOW,OK-CNA-000889,,,SAC,y,20230421,556f5c7d-5d53-4892-b4e6-392462987c1d,4/12/2023 7:00:00 PM,,ONLY,220,2023-OKCNA-000889,-95.006,36.1000000000001
19610,35.966,-94.667,4/13/2023 12:00:00 AM,Baron_Fork,OK-OKS-230221,,,SAC,y,20230421,15557481-2544-4d27-b05f-01f894884ae2,4/13/2023 10:15:00 PM,,ONLY,437,2023-OKOKS-230221,-94.667,35.9660000000001
19611,37.273,-84.166,4/14/2023 12:00:00 AM,Hazel_Patch,KY-KYS-231251091,c,,SAC,y,20230421,3391212b-e8a3-46e7-8c5d-ea332739de6d,4/12/2023 9:08:00 PM,,ONLY,125,2023-KYKYS-231251091,-84.1659999999999,37.273
19612,37.82,-82.43,4/14/2023 12:00:00 AM,Cave_Road,KY-KYS-231591146,,,SAC,y,20230421,76d95f6a-2e91-4ad4-b2b9-74423f3f051e,4/13/2023 6:40:00 PM,,ONLY,270,2023-KYKYS-231591146,-82.4299999999999,37.8200000000001
19613,36.109,-95.059,4/14/2023 12:00:00 AM,BLACKSMITH_HOLLOW,OK-CNA-000900,,,SAC,y,20230421,a8aac66f-26a3-4303-8aaa-4d21171e28f4,4/13/2023 5:00:00 PM,,ONLY,1214,2023-OKCNA-000900,-95.059,36.109
19614,36.773,-103.7,4/13/2023 12:00:00 AM,EAST_413,NM-N2S-000056,c,,SWC,y,20230421,1970d4b4-5452-4b4a-b123-5a492f5a23e5,4/13/2023 7:30:00 PM,,ONLY,749,2023-NMN2S-000056,-103.7,36.773
19615,42.652,-73.366,4/12/2023 12:00:00 AM,Richmond_Railroad,NY-NYS-2023-0045,c,,EACC,y,20230421,7777dc77-4199-4088-ba7c-c89437d1d30a,4/12/2023 6:30:00 PM,,ONLY,241,2023-NYNYS-2023-0045,-73.366,42.6520000000001
19616,42.699,-77.582,4/14/2023 12:00:00 AM,Canadice_Lake,NY-NYS-2023-0067,c,,EACC,y,20230421,d197ccb6-9768-4e70-9445-15fe86df9ded,4/14/2023 5:00:00 PM,,ONLY,100,2023-NYNYS-2023-0067,-77.5819999999999,42.6990000000001
19617,41.402,-74.621,4/15/2023 12:00:00 AM,Shinhollow,NY-NYS-2023-0043,c,,EACC,y,20230421,a76cdf85-4540-40bf-aea0-027e38d5de2e,4/12/2023 4:30:00 PM,,ONLY,300,2023-NYNYS-2023-0043,-74.621,41.4020000000001
19620,38.921,-96.846,4/10/2023 12:00:00 AM,Otter_Creek,KS-GEX-000368,c,,RMC,y,20230421,ef2d4fc3-292c-4f86-84bd-b36f251e2b20,4/10/2023 9:00:00 PM,,ONLY,700,2023-KSGEX-000368,-96.846,38.921
19621,38.857,-96.373,4/10/2023 12:00:00 AM,North_Pole,KS-WBX-000370,c,,RMC,y,20230421,0874d3c1-09b9-4948-b407-070b216eb58b,4/10/2023 9:40:00 PM,,ONLY,600,2023-KSWBX-000370,-96.373,38.857
19622,39.681,-97.928,4/12/2023 12:00:00 AM,Jamestown_Marsh_N,KS-PRX-000369,c,,RMC,y,20230421,,,,ONLY,680,2023-KSPRX-000369,-97.9279999999999,39.681
19624,35.803,-94.923,4/16/2023 12:00:00 AM,Rocky_Top,OK-OKS-230238,,,SAC,y,20230421,5594b160-40f7-481e-9f6c-dac9756306e2,4/16/2023 6:00:00 PM,,ONLY,230,2023-OKOKS-230238,-94.9229999999999,35.8030000000001
19626,34.395,-94.649,4/17/2023 12:00:00 AM,Buffalo,AR-OUF-000925,c,,SAC,y,20230421,fdecbfb0-429c-4144-9d50-6884f8be82df,4/17/2023 12:24:00 AM,,ONLY,363,2023-AROUF-000925,-94.6489999999999,34.395
19627,35.726,-97.352,4/17/2023 12:00:00 AM,Waterloo_Road,OK-OKS-230254,,,SAC,y,20230421,06c69749-60e2-4b81-a35a-b59d8f57e82c,4/17/2023 5:30:00 PM,,ONLY,350,2023-OKOKS-230254,-97.352,35.7260000000001
19628,35.55,-96.089,4/17/2023 12:00:00 AM,Salt_Creek,OK-OKS-230253,,,SAC,y,20230421,a0cf4b13-dd5c-4cac-9373-adaa312e2e68,4/17/2023 6:53:00 PM,,ONLY,1000,2023-OKOKS-230253,-96.0889999999999,35.5500000000001
19629,47.88,-95.245,4/17/2023 12:00:00 AM,RL_009_CB,MN-RLA-000011,c,,EACC,y,20230421,15351613-1dfb-4b6f-bde8-efc5b2ef24b0,4/17/2023 1:32:00 AM,,ONLY,658,2023-MNRLA-000011,-95.245,47.88
19630,41.867,-99.933,4/18/2023 12:00:00 AM,Cooksley,NE-NES-230163,c,,RMC,y,20230421,11d6be7a-2d21-4815-a371-fc0be1a66052,4/13/2023 8:56:00 PM,,ONLY,40000,2023-NENES-230163,-99.9329999999999,41.8670000000001
19632,38.877,-96.492,4/18/2023 12:00:00 AM,Cedar_Bluff,KS-WBX-000398,c,,RMC,y,20230421,3f775572-c9ce-4922-b584-1a1759a1e24d,4/18/2023 9:30:00 PM,,ONLY,350,2023-KSWBX-000398,-96.492,38.8770000000001
19633,39.694,-96.473,4/19/2023 12:00:00 AM,Mariadahl,KS-RLX-000399,c,,RMC,y,20230421,506b07be-3a0a-41c8-9ee9-18ff1e845e56,4/18/2023 5:54:00 PM,,ONLY,300,2023-KSRLX-000399,-96.473,39.6940000000001
19634,36.47,-96.122,4/15/2023 12:00:00 AM,BULLYS,OK-OSA-000906,c,,SAC,y,20230421,9553a99b-70e0-4920-b771-51813b75e504,4/14/2023 6:26:00 PM,,ONLY,426,2023-OKOSA-000906,-96.122,36.47
19635,35.782,-87.865,4/15/2023 12:00:00 AM,Crooked_Creek_Road,TN-TNS-231301,c,,SAC,y,20230421,128a6fea-2087-4841-a454-6fc320430093,4/15/2023 11:19:00 PM,,ONLY,101,2023-TNTNS-231301,-87.865,35.782
19636,36.254,-96.015,4/17/2023 12:00:00 AM,182,OK-OSA-000921,,,SAC,y,20230421,70107a28-6ccc-4e64-a95f-c81535db87c7,4/16/2023 6:00:00 PM,,ONLY,215,2023-OKOSA-000921,-96.015,36.2540000000001
